Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
08.3;Servicios de telefon�a e internet;Grupos;2021-03-01;426.0099;0.00;12.40;GBA
09.1;Equipos audiovisuales, fotogr�ficos y de procesamiento de la informaci�n;Grupos;2021-03-01;521.3288;2.70;74.30;GBA
09.4;Servicios recreativos y culturales;Grupos;2021-03-01;374.634;4.20;36.90;GBA
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2021-03-01;407.1647;2.90;43.90;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-03-01;394.777;3.70;42.90;GBA
12.1;Cuidado personal;Grupos;2021-03-01;408.6559;2.10;30.80;GBA
01.1.1;Pan y cereales;Clase;2021-03-01;412.9266;3.70;28.00;GBA
01.1.2;Carnes y derivados;Clase;2021-03-01;502.8484;6.80;62.80;GBA
01.1.4;Leche, productos l�cteos y huevos;Clase;2021-03-01;429.1232;8.60;24.70;GBA
01.1.5;Aceites, grasas y manteca;Clase;2021-03-01;422.8353;6.40;28.20;GBA
01.1.6;Frutas;Clase;2021-03-01;555.1302;-1.80;82.50;GBA
01.1.7;Verduras, tub�rculos y legumbres;Clase;2021-03-01;482.7981;6.30;49.30;GBA
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2021-03-01;386.506;1.70;17.60;GBA
01.2.1;Caf�, t�, yerba y cacao;Clase;2021-03-01;440.4362;2.30;27.00;GBA
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2021-03-01;346.9622;0.20;18.10;GBA
04.1.1;Alquiler de la vivienda;Clase;2021-03-01;302.7106;2.80;27.50;GBA
06.4.1;Gastos de prepagas;Clase;2021-03-01;339.598;3.50;13.80;GBA
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2021-03-01;408.0536;3.50;40.20;GBA
0;Nivel general;Nivel general y divisiones COICOP;2021-04-01;462.5053;4.00;48.40;Pampeana
0;Nivel general;Nivel general y divisiones COICOP;2021-04-01;471.9102;4.10;48.80;Noreste
0;Nivel general;Nivel general y divisiones COICOP;2021-04-01;465.799;4.00;46.90;Noroeste
0;Nivel general;Nivel general y divisiones COICOP;2021-04-01;472.8822;4.20;48.60;Cuyo
0;Nivel general;Nivel general y divisiones COICOP;2021-04-01;446.4921;4.80;44.70;Patagonia
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2021-04-01;489.7594;4.00;49.60;Pampeana
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2021-04-01;510.5907;3.50;52.30;Noreste
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2021-04-01;489.8741;3.90;46.30;Noroeste
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2021-04-01;501.5699;4.60;48.50;Cuyo
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2021-04-01;448.9001;4.30;45.10;Patagonia
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2021-04-01;375.6388;3.30;44.90;Pampeana
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2021-04-01;383.697;4.40;46.70;Noreste
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2021-04-01;381.7518;3.20;46.50;Noroeste
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2021-04-01;380.8018;3.50;45.00;Cuyo
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2021-04-01;382.3607;3.10;42.20;Patagonia
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2021-04-01;459.54;7.20;76.70;Pampeana
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2021-04-01;406.8473;6.10;61.90;Noreste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2021-04-01;444.7091;6.00;77.90;Noroeste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2021-04-01;442.2944;5.90;77.90;Cuyo
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2021-04-01;410.871;9.10;67.40;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2021-04-01;403.1928;2.20;24.90;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2021-04-01;422.6056;5.10;24.00;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2021-04-01;467.1902;4.20;24.90;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2021-04-01;464.6043;1.70;31.50;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2021-04-01;424.6849;5.20;25.60;Patagonia
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2021-04-01;454.9925;4.20;49.20;Pampeana
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2021-04-01;473.095;4.20;58.10;Noreste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2021-04-01;447.1516;3.00;49.30;Noroeste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2021-04-01;451.2445;2.80;49.30;Cuyo
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2021-04-01;474.8457;4.80;52.10;Patagonia
06;Salud;Nivel general y divisiones COICOP;2021-04-01;513.667;3.70;48.30;Pampeana
06;Salud;Nivel general y divisiones COICOP;2021-04-01;537.5613;3.10;52.00;Noreste
06;Salud;Nivel general y divisiones COICOP;2021-04-01;521.3658;3.50;50.90;Noroeste
06;Salud;Nivel general y divisiones COICOP;2021-04-01;525.1803;3.70;47.70;Cuyo
06;Salud;Nivel general y divisiones COICOP;2021-04-01;506.5657;4.50;45.20;Patagonia
07;Transporte;Nivel general y divisiones COICOP;2021-04-01;521.9013;6.30;57.10;Pampeana
07;Transporte;Nivel general y divisiones COICOP;2021-04-01;525.0889;6.00;53.30;Noreste
07;Transporte;Nivel general y divisiones COICOP;2021-04-01;480.6597;5.40;51.90;Noroeste
07;Transporte;Nivel general y divisiones COICOP;2021-04-01;534.6485;6.50;61.20;Cuyo
07;Transporte;Nivel general y divisiones COICOP;2021-04-01;545.4495;5.20;53.50;Patagonia
08;Comunicaci�n;Nivel general y divisiones COICOP;2021-04-01;434.0744;0.50;19.00;Pampeana
08;Comunicaci�n;Nivel general y divisiones COICOP;2021-04-01;437.1961;0.90;25.80;Noreste
08;Comunicaci�n;Nivel general y divisiones COICOP;2021-04-01;462.5078;0.50;20.30;Noroeste
08;Comunicaci�n;Nivel general y divisiones COICOP;2021-04-01;414.9889;1.30;22.60;Cuyo
08;Comunicaci�n;Nivel general y divisiones COICOP;2021-04-01;398.9672;-0.30;21.90;Patagonia
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2021-04-01;450.4288;-0.70;54.00;Pampeana
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2021-04-01;440.2572;2.80;47.50;Noreste
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2021-04-01;437.5743;3.00;43.10;Noroeste
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2021-04-01;434.2929;1.20;41.40;Cuyo
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2021-04-01;434.2966;3.30;45.40;Patagonia
10;Educaci�n;Nivel general y divisiones COICOP;2021-04-01;375.7776;1.90;39.20;Pampeana
10;Educaci�n;Nivel general y divisiones COICOP;2021-04-01;438.1246;6.10;36.50;Noreste
10;Educaci�n;Nivel general y divisiones COICOP;2021-04-01;454.9986;1.60;41.20;Noroeste
10;Educaci�n;Nivel general y divisiones COICOP;2021-04-01;346.3381;0.50;23.30;Cuyo
10;Educaci�n;Nivel general y divisiones COICOP;2021-04-01;334.9045;0.00;22.50;Patagonia
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2021-04-01;418.2112;4.50;46.50;Pampeana
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2021-04-01;420.1841;3.20;47.70;Noreste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2021-04-01;430.4353;4.10;45.60;Noroeste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2021-04-01;453.0228;5.60;50.80;Cuyo
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2021-04-01;377.1517;3.80;38.70;Patagonia
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2021-04-01;399.7368;3.30;27.60;Pampeana
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2021-04-01;423.8007;4.50;29.50;Noreste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2021-04-01;406.4877;3.10;29.50;Noroeste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2021-04-01;407.03;3.50;26.90;Cuyo
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2021-04-01;400.2802;3.50;24.00;Patagonia
01.1;Alimentos;Grupos;2021-04-01;493.8886;4.00;51.20;Pampeana
01.1;Alimentos;Grupos;2021-04-01;516.2829;3.40;53.70;Noreste
01.1;Alimentos;Grupos;2021-04-01;500.2588;4.00;47.80;Noroeste
01.1;Alimentos;Grupos;2021-04-01;508.3076;4.70;50.00;Cuyo
01.1;Alimentos;Grupos;2021-04-01;447.9312;4.40;46.20;Patagonia
01.2;Bebidas no alcoh�licas;Grupos;2021-04-01;453.3768;3.80;35.70;Pampeana
01.2;Bebidas no alcoh�licas;Grupos;2021-04-01;461.0234;4.70;40.20;Noreste
01.2;Bebidas no alcoh�licas;Grupos;2021-04-01;417.6481;3.10;34.70;Noroeste
01.2;Bebidas no alcoh�licas;Grupos;2021-04-01;443.3773;3.90;35.00;Cuyo
01.2;Bebidas no alcoh�licas;Grupos;2021-04-01;457.9292;3.60;35.90;Patagonia
02.1;Bebidas alcoh�licas;Grupos;2021-04-01;343.4934;6.70;49.00;Pampeana
02.1;Bebidas alcoh�licas;Grupos;2021-04-01;368.136;7.70;52.70;Noreste
02.1;Bebidas alcoh�licas;Grupos;2021-04-01;353.516;6.80;56.20;Noroeste
02.1;Bebidas alcoh�licas;Grupos;2021-04-01;340.5888;7.90;52.40;Cuyo
02.1;Bebidas alcoh�licas;Grupos;2021-04-01;347.8518;7.20;45.30;Patagonia
02.2;Tabaco;Grupos;2021-04-01;404.3404;0.90;42.00;Pampeana
02.2;Tabaco;Grupos;2021-04-01;403.4906;0.70;40.30;Noreste
02.2;Tabaco;Grupos;2021-04-01;403.7766;0.90;40.60;Noroeste
02.2;Tabaco;Grupos;2021-04-01;407.4377;1.20;41.20;Cuyo
02.2;Tabaco;Grupos;2021-04-01;405.3196;1.00;40.50;Patagonia
03.1;Prendas de vestir y materiales;Grupos;2021-04-01;459.2574;8.40;79.60;Pampeana
03.1;Prendas de vestir y materiales;Grupos;2021-04-01;419.5993;4.50;62.40;Noreste
03.1;Prendas de vestir y materiales;Grupos;2021-04-01;471.9119;6.90;80.70;Noroeste
03.1;Prendas de vestir y materiales;Grupos;2021-04-01;424.8069;6.20;85.70;Cuyo
03.1;Prendas de vestir y materiales;Grupos;2021-04-01;415.4342;7.20;75.50;Patagonia
03.2;Calzado;Grupos;2021-04-01;460.3287;4.20;69.20;Pampeana
03.2;Calzado;Grupos;2021-04-01;378.8458;10.30;60.60;Noreste
03.2;Calzado;Grupos;2021-04-01;387.6866;3.70;71.10;Noroeste
03.2;Calzado;Grupos;2021-04-01;488.5178;5.10;62.30;Cuyo
03.2;Calzado;Grupos;2021-04-01;400.2825;14.10;50.60;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2021-04-01;293.5356;2.50;29.30;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2021-04-01;320.5191;3.80;28.10;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2021-04-01;290.5378;2.90;26.90;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2021-04-01;301.4599;2.00;31.00;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2021-04-01;286.1917;4.80;24.00;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;2021-04-01;490.5237;0.90;7.60;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;2021-04-01;462.1919;7.00;13.20;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;2021-04-01;569.2821;3.70;17.20;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;2021-04-01;599.4103;0.00;16.90;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;2021-04-01;575.5483;4.20;14.80;Patagonia
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2021-04-01;391.3718;3.80;31.20;Pampeana
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2021-04-01;402.5316;4.00;33.80;Noreste
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2021-04-01;404.1274;4.00;34.00;Noroeste
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2021-04-01;388.8049;3.20;29.30;Cuyo
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2021-04-01;386.6724;3.10;30.10;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-04-01;614.3212;4.00;54.90;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-04-01;601.5301;3.60;53.50;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-04-01;604.9445;3.90;53.00;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-04-01;598.3763;3.40;51.70;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-04-01;626.6654;4.00;51.30;Patagonia
07.1;Adquisici�n de veh�culos;Grupos;2021-04-01;698.1727;5.50;78.80;Pampeana
07.1;Adquisici�n de veh�culos;Grupos;2021-04-01;664.6533;5.80;70.80;Noreste
07.1;Adquisici�n de veh�culos;Grupos;2021-04-01;682.8353;5.90;78.50;Noroeste
07.1;Adquisici�n de veh�culos;Grupos;2021-04-01;726.5364;9.30;90.50;Cuyo
07.1;Adquisici�n de veh�culos;Grupos;2021-04-01;682.3827;6.30;71.30;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-04-01;469.899;7.50;53.90;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-04-01;487.2595;5.90;55.60;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-04-01;469.2429;6.90;53.60;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-04-01;475.7935;7.30;55.20;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-04-01;522.7294;6.40;48.20;Patagonia
07.3;Transporte p�blico;Grupos;2021-04-01;409.9994;4.70;27.30;Pampeana
07.3;Transporte p�blico;Grupos;2021-04-01;423.3668;6.90;20.90;Noreste
07.3;Transporte p�blico;Grupos;2021-04-01;366.4491;1.30;24.90;Noroeste
07.3;Transporte p�blico;Grupos;2021-04-01;463.4461;-1.10;35.30;Cuyo
07.3;Transporte p�blico;Grupos;2021-04-01;326.1234;-3.40;18.70;Patagonia
08.3;Servicios de telefon�a e internet;Grupos;2021-04-01;428.2524;0.40;17.70;Pampeana
08.3;Servicios de telefon�a e internet;Grupos;2021-04-01;403.3925;1.00;21.00;Noreste
08.3;Servicios de telefon�a e internet;Grupos;2021-04-01;445.1444;0.10;17.30;Noroeste
08.3;Servicios de telefon�a e internet;Grupos;2021-04-01;396.9543;0.70;19.80;Cuyo
08.3;Servicios de telefon�a e internet;Grupos;2021-04-01;386.4146;-0.30;20.00;Patagonia
09.4;Servicios recreativos y culturales;Grupos;2021-04-01;426.6878;-2.70;49.40;Pampeana
09.4;Servicios recreativos y culturales;Grupos;2021-04-01;342.8659;1.20;28.60;Noreste
09.4;Servicios recreativos y culturales;Grupos;2021-04-01;402.2868;1.00;30.10;Noroeste
09.4;Servicios recreativos y culturales;Grupos;2021-04-01;362.3544;-1.60;24.00;Cuyo
09.4;Servicios recreativos y culturales;Grupos;2021-04-01;370.3441;2.90;32.30;Patagonia
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2021-04-01;427.8617;3.30;41.00;Pampeana
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2021-04-01;478.5737;4.30;40.10;Noreste
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2021-04-01;428.858;5.50;43.00;Noroeste
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2021-04-01;458.8064;2.70;39.10;Cuyo
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2021-04-01;417.2633;6.80;38.90;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-04-01;420.4021;4.80;47.30;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-04-01;421.7742;3.40;48.30;Noreste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-04-01;432.07;4.30;46.10;Noroeste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-04-01;457.9789;6.00;52.00;Cuyo
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-04-01;377.9807;4.10;39.20;Patagonia
12.1;Cuidado personal;Grupos;2021-04-01;416.7238;3.30;28.20;Pampeana
12.1;Cuidado personal;Grupos;2021-04-01;432.4975;4.20;29.50;Noreste
12.1;Cuidado personal;Grupos;2021-04-01;409.985;3.00;29.10;Noroeste
12.1;Cuidado personal;Grupos;2021-04-01;424.9809;3.80;27.60;Cuyo
12.1;Cuidado personal;Grupos;2021-04-01;410.4658;3.20;24.00;Patagonia
01.1.1;Pan y cereales;Clase;2021-04-01;451.8559;4.00;38.90;Pampeana
01.1.1;Pan y cereales;Clase;2021-04-01;441.8678;3.40;35.80;Noreste
01.1.1;Pan y cereales;Clase;2021-04-01;444.2454;5.00;35.20;Noroeste
01.1.1;Pan y cereales;Clase;2021-04-01;471.0722;4.60;39.40;Cuyo
01.1.1;Pan y cereales;Clase;2021-04-01;424.8303;4.20;30.50;Patagonia
01.1.2;Carnes y derivados;Clase;2021-04-01;528.7255;4.40;69.20;Pampeana
01.1.2;Carnes y derivados;Clase;2021-04-01;559.8869;3.50;70.20;Noreste
01.1.2;Carnes y derivados;Clase;2021-04-01;540.4882;5.30;69.10;Noroeste
01.1.2;Carnes y derivados;Clase;2021-04-01;544.4148;4.50;68.20;Cuyo
01.1.2;Carnes y derivados;Clase;2021-04-01;457.9882;4.10;60.80;Patagonia
01.1.4;Leche, productos l�cteos y huevos;Clase;2021-04-01;474.3734;7.70;35.50;Pampeana
01.1.4;Leche, productos l�cteos y huevos;Clase;2021-04-01;496.1531;7.70;39.40;Noreste
01.1.4;Leche, productos l�cteos y huevos;Clase;2021-04-01;490.5011;6.40;28.80;Noroeste
01.1.4;Leche, productos l�cteos y huevos;Clase;2021-04-01;480.777;8.80;33.90;Cuyo
01.1.4;Leche, productos l�cteos y huevos;Clase;2021-04-01;465.4975;8.00;33.00;Patagonia
01.1.5;Aceites, grasas y manteca;Clase;2021-04-01;498.396;8.10;54.50;Pampeana
01.1.5;Aceites, grasas y manteca;Clase;2021-04-01;663.8528;8.40;79.40;Noreste
01.1.5;Aceites, grasas y manteca;Clase;2021-04-01;601.7145;5.50;60.40;Noroeste
01.1.5;Aceites, grasas y manteca;Clase;2021-04-01;527.3658;7.30;55.50;Cuyo
01.1.5;Aceites, grasas y manteca;Clase;2021-04-01;476.9134;7.50;48.40;Patagonia
01.1.6;Frutas;Clase;2021-04-01;549.9607;-1.30;69.70;Pampeana
01.1.6;Frutas;Clase;2021-04-01;535.8655;-3.10;84.70;Noreste
01.1.6;Frutas;Clase;2021-04-01;510.3256;-6.00;69.40;Noroeste
01.1.6;Frutas;Clase;2021-04-01;556.9964;-1.40;63.50;Cuyo
01.1.6;Frutas;Clase;2021-04-01;505.5799;1.30;67.70;Patagonia
01.1.7;Verduras, tub�rculos y legumbres;Clase;2021-04-01;467.5648;0.40;38.30;Pampeana
01.1.7;Verduras, tub�rculos y legumbres;Clase;2021-04-01;495.615;-0.50;39.20;Noreste
01.1.7;Verduras, tub�rculos y legumbres;Clase;2021-04-01;463.4381;-0.60;24.10;Noroeste
01.1.7;Verduras, tub�rculos y legumbres;Clase;2021-04-01;484.0902;2.40;31.20;Cuyo
01.1.7;Verduras, tub�rculos y legumbres;Clase;2021-04-01;402.4824;2.20;44.60;Patagonia
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2021-04-01;455.3326;2.90;28.30;Pampeana
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2021-04-01;459.2324;2.80;20.60;Noreste
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2021-04-01;475.1456;3.50;28.30;Noroeste
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2021-04-01;462.3284;4.10;31.20;Cuyo
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2021-04-01;443.6884;3.60;32.70;Patagonia
01.2.1;Caf�, t�, yerba y cacao;Clase;2021-04-01;518.5354;3.60;43.20;Pampeana
01.2.1;Caf�, t�, yerba y cacao;Clase;2021-04-01;588.6081;5.80;54.30;Noreste
01.2.1;Caf�, t�, yerba y cacao;Clase;2021-04-01;494.4328;5.30;44.40;Noroeste
01.2.1;Caf�, t�, yerba y cacao;Clase;2021-04-01;468.5657;4.00;35.50;Cuyo
01.2.1;Caf�, t�, yerba y cacao;Clase;2021-04-01;526.9488;6.10;49.40;Patagonia
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2021-04-01;427.7475;3.90;32.40;Pampeana
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2021-04-01;417.2189;4.20;34.20;Noreste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2021-04-01;404.5512;2.60;32.80;Noroeste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2021-04-01;436.0646;3.90;34.90;Cuyo
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2021-04-01;433.6031;2.60;30.90;Patagonia
04.1.1;Alquiler de la vivienda;Clase;2021-04-01;290.1507;2.20;30.30;Pampeana
04.1.1;Alquiler de la vivienda;Clase;2021-04-01;319.793;3.70;28.60;Noreste
04.1.1;Alquiler de la vivienda;Clase;2021-04-01;287.5082;2.70;27.20;Noroeste
04.1.1;Alquiler de la vivienda;Clase;2021-04-01;299.8435;1.90;31.30;Cuyo
04.1.1;Alquiler de la vivienda;Clase;2021-04-01;284.7034;4.80;24.10;Patagonia
06.4.1;Gastos de prepagas;Clase;2021-04-01;355.2781;3.20;18.40;Pampeana
06.4.1;Gastos de prepagas;Clase;2021-04-01;366.005;2.60;26.40;Noreste
06.4.1;Gastos de prepagas;Clase;2021-04-01;347.4516;2.60;18.80;Noroeste
06.4.1;Gastos de prepagas;Clase;2021-04-01;352.3291;1.80;16.60;Cuyo
06.4.1;Gastos de prepagas;Clase;2021-04-01;387.0002;3.70;17.50;Patagonia
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2021-04-01;464.4327;8.00;54.80;Pampeana
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2021-04-01;475.9634;5.50;52.20;Noreste
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2021-04-01;455.8728;7.40;51.80;Noroeste
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2021-04-01;455.9084;8.30;52.10;Cuyo
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2021-04-01;520.946;6.30;47.20;Patagonia
0;Nivel general;Nivel general y divisiones COICOP;2021-04-01;441.8955;4.10;44.20;GBA
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2021-04-01;471.3873;4.70;43.20;GBA
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2021-04-01;378.9455;3.80;42.70;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2021-04-01;479.455;4.90;84.00;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2021-04-01;381.5934;4.10;22.00;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2021-04-01;464.2104;4.70;54.20;GBA
06;Salud;Nivel general y divisiones COICOP;2021-04-01;458.5319;3.80;40.90;GBA
07;Transporte;Nivel general y divisiones COICOP;2021-04-01;450.674;5.10;47.80;GBA
08;Comunicaci�n;Nivel general y divisiones COICOP;2021-04-01;433.3354;0.50;18.20;GBA
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2021-04-01;441.9046;2.70;51.70;GBA
10;Educaci�n;Nivel general y divisiones COICOP;2021-04-01;434.3193;3.10;33.40;GBA
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2021-04-01;406.2058;3.20;44.90;GBA
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2021-04-01;406.0666;3.90;35.30;GBA
01.1;Alimentos;Grupos;2021-04-01;484.6536;4.70;45.70;GBA
01.2;Bebidas no alcoh�licas;Grupos;2021-04-01;384.5121;4.60;25.00;GBA
02.1;Bebidas alcoh�licas;Grupos;2021-04-01;325.9023;9.20;43.70;GBA
02.2;Tabaco;Grupos;2021-04-01;419.626;0.90;42.10;GBA
03.1;Prendas de vestir y materiales;Grupos;2021-04-01;487.3486;5.20;87.40;GBA
03.2;Calzado;Grupos;2021-04-01;456.2046;4.00;74.00;GBA
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2021-04-01;324.3343;5.80;27.40;GBA
04.3;Mantenimiento y reparaci�n de la vivienda;Grupos;2021-04-01;526.1623;7.00;73.10;GBA
04.5;Electricidad, gas y otros combustibles;Grupos;2021-04-01;488.8109;1.10;3.60;GBA
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2021-04-01;389.54;3.90;33.30;GBA
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2021-04-01;592.5408;3.80;54.20;GBA
07.1;Adquisici�n de veh�culos;Grupos;2021-04-01;670.1314;4.10;74.80;GBA
07.2;Funcionamiento de equipos de transporte personal;Grupos;2021-04-01;448.7084;8.00;50.60;GBA
07.3;Transporte p�blico;Grupos;2021-04-01;317.6687;1.30;19.80;GBA
08.3;Servicios de telefon�a e internet;Grupos;2021-04-01;427.9263;0.40;16.50;GBA
09.1;Equipos audiovisuales, fotogr�ficos y de procesamiento de la informaci�n;Grupos;2021-04-01;534.4403;2.50;77.80;GBA
09.4;Servicios recreativos y culturales;Grupos;2021-04-01;401.2032;7.10;45.20;GBA
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2021-04-01;414.423;1.80;38.90;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;2021-04-01;408.9757;3.60;46.00;GBA
12.1;Cuidado personal;Grupos;2021-04-01;419.0016;2.50;34.70;GBA
01.1.1;Pan y cereales;Clase;2021-04-01;436.3003;5.70;33.80;GBA
01.1.2;Carnes y derivados;Clase;2021-04-01;526.4824;4.70;64.70;GBA
01.1.4;Leche, productos l�cteos y huevos;Clase;2021-04-01;468.8681;9.30;34.90;GBA
01.1.5;Aceites, grasas y manteca;Clase;2021-04-01;456.3562;7.90;39.00;GBA
01.1.6;Frutas;Clase;2021-04-01;551.6775;-0.60;69.30;GBA
01.1.7;Verduras, tub�rculos y legumbres;Clase;2021-04-01;478.4617;-0.90;32.70;GBA
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2021-04-01;405.3618;4.90;19.80;GBA
